Date,Region,Product_ID,Product_Name,Units_Sold,Revenue,Forecasted_Sales,Actual_Sales,Customer_ID,Customer_Name,Order_ID,Order_Status,Sales_Team_Member,Conversion_Status,Retention_Rate
2024-08-01,South,P001,Widget_A,7291,653867.42,684637.1,653867.42,C38493,"May, Daugherty and Wiley",ORD87270,Completed,Matthew Gordon,Won,93.7
2023-03-01,North,P001,Widget_A,7446,506470.08,518785.66,506470.08,C17063,Hicks Group,ORD33415,Completed,Becky White,Won,76.7
2023-01-01,South,P005,Widget_E,8008,666628.93,648584.79,666628.93,C62127,Smith-Day,ORD18040,Completed,Jessica Frye,Won,79.75
2023-12-01,West,P004,Widget_D,1730,94738.12,96069.01,94738.12,C50216,Miller Inc,ORD10515,Completed,Whitney Rogers,Won,92.69
2023-02-01,North,P004,Widget_D,1744,158921.71,155774.27,158921.71,C30266,"Charles, Santos and Moody",ORD29850,Completed,Andrea Nixon,Won,79.95
2023-05-01,South,P003,Widget_C,2818,249113.59,242175.07,249113.59,C73513,"Leonard, Villanueva and Lane",ORD95744,Completed,Anthony Jefferson,Lost,94.16
2023-07-01,West,P003,Widget_C,8244,789120.29,821732.25,789120.29,C46837,Olson-Estrada,ORD37108,Completed,Nicole Rogers,Won,86.39
2025-01-01,South,P001,Widget_A,5281,265063.16,258710.88,265063.16,C27254,Martin-Lawson,ORD98118,Completed,Eric Smith,Won,92.75
2024-12-01,North,P003,Widget_C,2491,131335.39,136060.27,131335.39,C49190,Greene and Sons,ORD93004,Completed,Shannon Parker,Lost,86.64
2022-05-01,South,P001,Widget_A,7500,430649.02,439591.18,430649.02,C24787,Brown-Williams,ORD09936,Cancelled,Elizabeth Ross,Won,87.47
2023-11-01,South,P005,Widget_E,7402,435910.89,431799.7,435910.89,C63945,Anderson Group,ORD81057,Completed,William Gonzalez,Lost,75.69
2024-10-01,South,P005,Widget_E,1897,122538.15,125803.43,122538.15,C64937,Harvey PLC,ORD46286,Completed,Hannah Castro,Won,78.31
2023-08-01,West,P001,Widget_A,8186,807791.0,800685.42,807791.0,C76027,"Little, Nelson and Brown",ORD86668,Completed,Amanda Snyder,Won,82.46
2025-03-01,North,P001,Widget_A,3224,211344.91,212724.73,211344.91,C12173,"Estes, Wong and Johnston",ORD20896,Completed,Laura Barry,Won,75.48
2024-01-01,West,P002,Widget_B,7271,376783.18,386508.94,376783.18,C58066,Wilson Ltd,ORD89585,Completed,Brandon Williams,Won,92.77
2023-11-01,West,P003,Widget_C,9693,772096.87,798901.54,772096.87,C27937,"Graham, Miller and Robinson",ORD42683,Completed,Leslie Mathis,Lead,89.97
2025-02-01,South,P001,Widget_A,4640,283176.01,294927.05,283176.01,C76761,"Silva, Walls and Osborn",ORD93625,Completed,Ashley Lamb,Won,77.35
2023-06-01,North,P003,Widget_C,6453,635794.19,651171.93,635794.19,C54474,"Riley, Lopez and Wu",ORD02625,Completed,Donna Gibson,Won,80.79
2025-02-01,South,P003,Widget_C,4654,294707.02,283722.92,294707.02,C85133,Martin-Mcmahon,ORD54440,Cancelled,Barbara Smith,Won,82.02
2024-04-01,West,P003,Widget_C,4799,369682.28,387094.09,369682.28,C69896,Adams-Wilkinson,ORD20596,Completed,David Davidson,Won,89.18
2022-11-01,West,P004,Widget_D,2575,230176.56,235288.35,230176.56,C56520,Lopez LLC,ORD16894,Completed,Christine Thompson,Won,84.83
2023-12-01,North,P003,Widget_C,2089,136368.44,134422.65,136368.44,C35184,Miller Group,ORD65933,Completed,Nathan Smith,Won,71.68
2024-03-01,South,P003,Widget_C,6640,351519.33,365340.57,351519.33,C80073,Duke-Meyer,ORD46929,Completed,Joshua Wilson,Won,94.45
2023-11-01,West,P004,Widget_D,4410,275588.3,284745.5,275588.3,C06820,"Smith, Hurst and Larson",ORD83290,Completed,Mary Hansen,Lost,76.69
2023-05-01,North,P001,Widget_A,1568,87945.73,90865.18,87945.73,C72927,Cabrera-Avila,ORD80899,Completed,James Martinez,Won,83.03
2024-02-01,South,P004,Widget_D,9317,534391.68,508419.02,534391.68,C23078,Ramos Group,ORD46975,Completed,Bryan Roach,Won,88.1
2022-05-01,North,P005,Widget_E,6580,570572.97,567771.96,570572.97,C72523,Molina-Nash,ORD49359,Completed,David Wolf,Lost,79.17
2022-09-01,South,P005,Widget_E,7137,475880.9,490331.58,475880.9,C41141,Herrera-Chavez,ORD10486,Completed,Heather Green,Lost,93.06
2022-07-01,South,P003,Widget_C,9915,685631.93,706324.37,685631.93,C23044,Cain PLC,ORD92919,Completed,Daniel Mcdowell,Lost,74.87
2024-01-01,North,P003,Widget_C,5010,277650.15,264664.68,277650.15,C94142,Ray-Johnson,ORD89302,Completed,Daniel Bridges,Won,78.11
2023-03-01,South,P003,Widget_C,3883,219982.08,211359.03,219982.08,C77068,Fields LLC,ORD05844,Completed,Paul Lee,Won,72.72
2023-06-01,West,P002,Widget_B,2951,283706.47,274203.7,283706.47,C82372,Moore-Jordan,ORD79867,Completed,Angel Fields,Won,76.06
2024-04-01,North,P003,Widget_C,7188,702775.53,726072.87,702775.53,C21005,Hogan PLC,ORD64835,Completed,James Ford,Won,77.07
2024-08-01,West,P002,Widget_B,4676,380523.37,370372.36,380523.37,C11221,Woodward Inc,ORD56947,Completed,Linda Serrano,Won,84.53
2023-09-01,West,P004,Widget_D,4494,317588.88,306947.33,317588.88,C06059,Barry-Meyers,ORD10052,Completed,Christopher Martinez,Won,86.44
2024-07-01,North,P002,Widget_B,7702,478876.64,458403.58,478876.64,C37488,"Thornton, Martin and Newton",ORD02109,Completed,Luis Lopez,Lead,88.02
2022-05-01,West,P003,Widget_C,9353,643572.19,667043.22,643572.19,C28330,Leon and Sons,ORD21186,Completed,Dawn Harris,Won,80.4
2022-09-01,South,P003,Widget_C,1724,149905.85,155803.75,149905.85,C69467,Lopez-Flowers,ORD32789,Completed,Daniel Lawson,Won,84.24
2022-07-01,North,P003,Widget_C,3873,225089.25,222725.81,225089.25,C79253,Miranda Ltd,ORD20303,Completed,Danny Reed,Won,75.93
2024-05-01,West,P002,Widget_B,7670,471897.84,465271.31,471897.84,C57095,Bennett-Hubbard,ORD86971,Cancelled,Hannah Reeves,Won,74.24
2022-06-01,North,P003,Widget_C,5103,305019.71,296829.57,305019.71,C34830,Mcconnell PLC,ORD02866,Cancelled,Nancy Willis,Won,79.94
2023-05-01,West,P003,Widget_C,6105,487497.16,490316.85,487497.16,C74729,Perkins Group,ORD25391,Completed,Tammy Smith,Won,79.97
2024-10-01,West,P001,Widget_A,4783,436222.8,449988.98,436222.8,C73324,King-Russo,ORD14941,Cancelled,Michael Flores,Lost,94.67
2022-05-01,North,P005,Widget_E,4563,429331.14,415573.01,429331.14,C75669,Morgan Ltd,ORD85469,Completed,Michael Adams,Lead,78.12
2023-11-01,South,P003,Widget_C,3791,375415.57,381105.31,375415.57,C79192,Jenkins-Kennedy,ORD58321,Completed,John Clark,Lost,86.28
2022-08-01,North,P001,Widget_A,5821,426686.9,435402.15,426686.9,C33448,Delacruz-Phillips,ORD99637,Completed,Tara Cruz,Won,72.92
2023-05-01,South,P004,Widget_D,7101,367023.32,357234.34,367023.32,C73309,Garcia LLC,ORD12076,Completed,Cindy Hayes,Won,87.97
2025-01-01,North,P002,Widget_B,5052,389886.48,407057.8,389886.48,C45626,Hernandez Ltd,ORD23882,Completed,Hannah Clark,Won,70.54
2022-05-01,North,P002,Widget_B,2376,195190.34,190491.16,195190.34,C53144,"Miller, Dennis and Williams",ORD00132,Completed,Jeremy Potts,Lead,82.58
2024-11-01,North,P001,Widget_A,7426,664517.27,667311.85,664517.27,C35820,Rivers-Chavez,ORD70422,Completed,Jennifer Benson,Won,81.7
2023-03-01,West,P003,Widget_C,9947,878430.5,884122.04,878430.5,C17736,Parker LLC,ORD69335,Completed,Charles Santiago,Lost,91.65
2024-08-01,North,P002,Widget_B,9231,677318.14,679042.27,677318.14,C71456,Dickerson PLC,ORD42191,Completed,Olivia Martinez,Lost,71.23
2024-10-01,North,P001,Widget_A,9325,737380.87,721154.62,737380.87,C57811,Lewis-Conrad,ORD21281,Completed,Linda Kline,Won,75.01
2024-12-01,South,P003,Widget_C,3716,348418.05,339990.94,348418.05,C03711,"Andrade, Park and Martinez",ORD18034,Completed,Pamela Hansen,Won,77.93
2023-04-01,North,P002,Widget_B,9307,751764.83,758272.08,751764.83,C64292,Wolfe Ltd,ORD31920,Completed,Tina Leach,Won,92.08
2024-06-01,West,P004,Widget_D,6751,552838.37,536029.35,552838.37,C81960,Moreno Group,ORD74301,Cancelled,Aaron Cole,Won,82.5
2022-08-01,West,P004,Widget_D,7358,500546.79,480582.79,500546.79,C71634,Hill LLC,ORD76067,Completed,Andrew Diaz,Won,91.14
2023-05-01,North,P003,Widget_C,1758,93758.24,92423.44,93758.24,C17724,Jacobs Ltd,ORD41275,Completed,Natalie Hernandez,Won,80.69
2022-06-01,West,P004,Widget_D,8742,760709.82,798290.19,760709.82,C85271,"Mann, Taylor and Clark",ORD84950,Cancelled,Patricia Hale,Won,94.2
2022-12-01,West,P002,Widget_B,1099,73294.86,70919.15,73294.86,C29062,Scott Group,ORD52167,Cancelled,Ryan Hebert,Won,91.82
2023-05-01,North,P005,Widget_E,4243,415520.43,430230.01,415520.43,C07856,Ruiz-Mcgee,ORD42203,Completed,Angelica Gilbert,Lost,84.21
2023-06-01,South,P005,Widget_E,8740,858035.04,863933.92,858035.04,C70337,Cruz Ltd,ORD55667,Completed,Brian Snyder,Lost,87.7
2023-05-01,North,P003,Widget_C,9104,642193.64,651897.1,642193.64,C36552,Adams-Gardner,ORD03395,Completed,Beth Dominguez,Won,71.35
2025-02-01,West,P001,Widget_A,7119,556837.07,539637.99,556837.07,C74450,Dennis-Barker,ORD45482,Completed,Chad Hansen,Won,84.29
2024-02-01,West,P004,Widget_D,4798,437631.69,428946.9,437631.69,C60102,Bennett PLC,ORD90460,Completed,Emily Young,Won,87.13
2024-10-01,West,P003,Widget_C,6297,551859.07,546286.61,551859.07,C19860,Leach-White,ORD71168,Completed,Christine Gates,Won,91.04
2023-12-01,North,P005,Widget_E,1051,103050.65,98503.95,103050.65,C79964,"Baldwin, Mcgrath and Moses",ORD56397,Completed,Barbara Shields,Won,81.99
2025-01-01,West,P004,Widget_D,6420,418353.44,424789.13,418353.44,C84809,"Moon, Schwartz and Salinas",ORD36825,Cancelled,Carol Booker,Won,84.55
2022-11-01,West,P004,Widget_D,2932,157392.63,152299.28,157392.63,C82182,Johnston Ltd,ORD85492,Completed,Thomas Herman,Won,89.64
2023-02-01,North,P002,Widget_B,9130,456543.59,466073.79,456543.59,C12532,Hall Inc,ORD08848,Completed,Shawn Calhoun,Won,87.17
2024-02-01,North,P003,Widget_C,2472,241636.15,234173.76,241636.15,C61493,Williams-Rodriguez,ORD60038,Completed,Jeffrey Brooks,Lead,81.77
2023-07-01,North,P001,Widget_A,1449,83552.14,85933.72,83552.14,C92426,Hayes LLC,ORD17615,Completed,Richard Harris,Lead,91.25
2025-04-01,West,P001,Widget_A,7825,685544.37,652978.49,685544.37,C97972,"Wheeler, Ramirez and Ellis",ORD67754,Completed,Corey Irwin,Won,72.88
2024-04-01,West,P002,Widget_B,6184,323608.95,334163.92,323608.95,C36140,Williams-Ramsey,ORD66738,Completed,Ann Cardenas,Won,94.51
2023-04-01,West,P001,Widget_A,2788,264472.06,253886.98,264472.06,C77772,Cruz LLC,ORD30016,Cancelled,Valerie Shaffer,Lost,71.14
2025-02-01,West,P001,Widget_A,3285,297580.14,289882.8,297580.14,C75477,"Lewis, Campbell and Edwards",ORD47297,Completed,Kerri Davis,Won,75.94
2022-11-01,South,P002,Widget_B,3160,296461.53,310649.64,296461.53,C15389,Johnston-Mcclure,ORD64921,Completed,Julie Martinez,Lost,83.5
2023-10-01,North,P002,Widget_B,5115,466360.66,479307.71,466360.66,C06144,Smith Group,ORD08213,Completed,Kenneth Moran,Won,71.57
2025-05-01,West,P004,Widget_D,9669,575511.13,566268.66,575511.13,C45806,Mejia-Martin,ORD73410,Completed,Marilyn Bates,Lost,93.42
2023-08-01,South,P002,Widget_B,9826,572283.73,571113.65,572283.73,C78302,"Cole, Stafford and Andrews",ORD34800,Completed,Dennis Jones,Won,85.37
2024-08-01,North,P001,Widget_A,9940,562223.72,563159.35,562223.72,C85986,Mendez LLC,ORD89359,Completed,Alexandra Haynes,Won,74.44
2022-11-01,North,P005,Widget_E,6518,547919.18,540822.01,547919.18,C52519,Carey-Woods,ORD58765,Completed,William Mckenzie,Won,91.2
2023-04-01,West,P004,Widget_D,1701,140602.8,146838.27,140602.8,C23948,Mcclain PLC,ORD77106,Completed,Christopher Daniels,Won,78.68
2023-06-01,West,P005,Widget_E,3238,284080.92,277066.32,284080.92,C09305,Garrett Group,ORD22681,Completed,Laura Stevenson,Won,92.92
2025-04-01,West,P003,Widget_C,6716,632051.73,626981.21,632051.73,C43901,White LLC,ORD79374,Completed,Paul Gonzalez,Lost,78.79
2025-02-01,South,P002,Widget_B,5356,321415.94,311312.61,321415.94,C75944,"Garcia, Castillo and Sims",ORD51792,Completed,Monica Williams,Won,78.9
2024-01-01,North,P002,Widget_B,7911,416730.96,401106.32,416730.96,C10869,"Gomez, Todd and Foley",ORD22653,Completed,Shelly Harper,Won,80.6
2023-02-01,South,P001,Widget_A,3396,316356.31,325628.78,316356.31,C92450,"Ramsey, Chase and Ford",ORD18709,Completed,Shawn Baker,Won,74.78
2023-12-01,West,P003,Widget_C,6698,516499.48,534645.21,516499.48,C56702,Whitney Inc,ORD28217,Completed,Richard Bryant,Lead,75.53
2024-07-01,West,P003,Widget_C,7312,606349.33,607793.73,606349.33,C99911,Schultz-Logan,ORD75349,Completed,Bradley Alexander,Won,80.16
2024-05-01,West,P004,Widget_D,7411,523020.19,505260.01,523020.19,C11146,"Allen, Summers and Reed",ORD78294,Completed,Robert Sanford,Won,80.73
2022-10-01,South,P003,Widget_C,4755,395896.37,406306.88,395896.37,C72732,"Bowen, Mendoza and Pace",ORD20710,Completed,Ricky Spence,Lost,85.58
2025-05-01,North,P004,Widget_D,7481,571804.92,563123.52,571804.92,C52797,"Jordan, Carr and Wilson",ORD13834,Completed,Destiny Carr,Lead,90.58
2024-09-01,North,P003,Widget_C,2363,132004.96,128128.0,132004.96,C21688,Chen-Ryan,ORD60390,Completed,Steven Russell,Won,83.53
2025-01-01,South,P002,Widget_B,2981,280845.14,286194.65,280845.14,C50394,Ford-Taylor,ORD26375,Completed,Michael Elliott,Won,80.48
2023-06-01,South,P005,Widget_E,9543,516924.2,502811.41,516924.2,C77637,Joseph PLC,ORD55687,Completed,Hannah Hicks,Won,70.21
2025-02-01,North,P003,Widget_C,3176,198639.26,202469.06,198639.26,C09925,Harris-Kelley,ORD19051,Completed,Mrs. Sabrina Wright MD,Won,81.56
2024-02-01,South,P003,Widget_C,9106,606862.8,586399.35,606862.8,C19107,Murillo Ltd,ORD45598,Completed,Tammy Thomas,Lead,78.46
2023-01-01,North,P003,Widget_C,9201,668535.57,671214.73,668535.57,C78840,Murray Inc,ORD42652,Completed,Javier Durham,Lost,72.68
2022-07-01,South,P005,Widget_E,9677,723022.83,702247.3,723022.83,C36722,"Bates, Lane and Clark",ORD25422,Completed,Danielle Smith,Won,73.43
2025-01-01,North,P001,Widget_A,7449,660937.27,641243.46,660937.27,C65140,"Carpenter, Campbell and Miller",ORD18808,Completed,Christopher Howard,Lost,84.14
2022-09-01,West,P003,Widget_C,8053,431512.16,420939.44,431512.16,C50232,Davis-Lane,ORD43154,Completed,Christina Perkins,Lost,81.96
2023-10-01,North,P004,Widget_D,4000,309026.15,309395.04,309026.15,C60040,Harrison LLC,ORD79394,Completed,Monica Allen,Won,85.79
2025-01-01,South,P002,Widget_B,4247,343731.15,330057.03,343731.15,C81205,Rodriguez-Delgado,ORD33765,Completed,Mallory Garcia,Won,91.41
2024-09-01,South,P004,Widget_D,8070,805626.86,832399.14,805626.86,C94742,Garcia Group,ORD43045,Completed,Dr. Ryan Green,Lost,91.82
2024-05-01,West,P005,Widget_E,5697,300239.37,291717.64,300239.37,C69679,Woods-Evans,ORD54884,Completed,Kimberly Garcia,Won,83.94
2023-03-01,North,P005,Widget_E,1167,62445.61,65345.71,62445.61,C75711,Combs Ltd,ORD32533,Completed,Brittany Sandoval,Lead,80.25
2024-01-01,North,P005,Widget_E,7582,450169.3,434457.31,450169.3,C74104,Gonzales PLC,ORD32042,Completed,Morgan Blair,Won,90.83
2022-06-01,West,P001,Widget_A,8005,734640.12,769037.8,734640.12,C13849,Johnson-Fowler,ORD05465,Completed,Jeffrey Larson,Lead,82.62
2024-01-01,West,P004,Widget_D,7252,440802.27,437292.69,440802.27,C95257,Bell Inc,ORD74685,Completed,Thomas Ramsey,Won,72.84
2024-09-01,West,P002,Widget_B,7565,381505.03,367886.11,381505.03,C00667,Russell Group,ORD65587,Completed,Ralph Weeks,Lost,77.46
2025-01-01,North,P001,Widget_A,6319,566681.31,544876.55,566681.31,C18590,Sullivan PLC,ORD17466,Cancelled,Joshua Webb,Lost,73.72
2024-05-01,North,P003,Widget_C,5404,538958.64,512104.8,538958.64,C53375,"Davis, Jackson and Mccoy",ORD40882,Completed,Danielle Lynch,Won,72.54
2022-06-01,North,P005,Widget_E,2186,167284.12,172973.21,167284.12,C16109,Whitehead Inc,ORD83890,Cancelled,Ronald Garza,Won,89.5
2024-04-01,North,P002,Widget_B,5510,474392.89,486855.26,474392.89,C34436,Beltran Group,ORD35546,Completed,Mr. Bryan Little,Lead,83.99
2024-03-01,South,P005,Widget_E,1951,134679.12,132503.87,134679.12,C16770,"Elliott, Robinson and Martinez",ORD18127,Cancelled,Jacob Smith,Won,88.24
2024-06-01,North,P005,Widget_E,7161,711787.06,704082.41,711787.06,C22622,Gilbert-Smith,ORD00607,Completed,Stacy Holt,Won,93.75
2024-09-01,South,P004,Widget_D,2271,149604.35,144908.25,149604.35,C81765,"Hernandez, Glenn and Lopez",ORD70785,Completed,Ryan Neal,Lead,92.96
2025-03-01,North,P002,Widget_B,4583,322974.87,327423.02,322974.87,C71189,Saunders-Davila,ORD26711,Completed,Christina Murray,Won,79.6
2023-07-01,South,P005,Widget_E,3606,261396.35,256405.87,261396.35,C76905,Cannon and Sons,ORD62340,Completed,Nicole Rodriguez,Won,70.28
2024-11-01,North,P003,Widget_C,9615,818701.38,832204.44,818701.38,C85049,Irwin PLC,ORD95582,Cancelled,Paul Parker,Lost,93.92
2022-06-01,North,P003,Widget_C,2833,176659.05,180317.85,176659.05,C49024,Chen-Dodson,ORD58201,Completed,Dustin Barrera,Won,85.17
2022-06-01,West,P002,Widget_B,2373,214114.92,215549.86,214114.92,C73856,"Beltran, Bailey and Lewis",ORD38177,Completed,Richard Dunlap,Won,89.44
2023-08-01,North,P001,Widget_A,2954,273304.41,272482.33,273304.41,C24508,"Huang, Rubio and Anderson",ORD30877,Completed,Christopher Kirby,Won,72.85
2022-11-01,South,P002,Widget_B,1956,136747.86,141939.45,136747.86,C46855,"Parker, Johnston and Miller",ORD00541,Completed,Jonathan Shelton,Lead,78.43
2022-11-01,South,P003,Widget_C,4274,323614.02,326980.18,323614.02,C19769,Harrell-Hatfield,ORD68192,Completed,Jason Fox,Won,88.65
2025-05-01,North,P003,Widget_C,6608,445194.41,440767.36,445194.41,C30824,"Rodriguez, Spencer and Gray",ORD91555,Cancelled,Carl Howard,Lead,75.39
2024-03-01,North,P003,Widget_C,8112,793879.6,798870.04,793879.6,C97626,"Garcia, Roberts and Frank",ORD11366,Completed,Tanya Marks,Won,72.03
2025-03-01,South,P004,Widget_D,5159,439393.29,458643.14,439393.29,C39987,"Bauer, Jenkins and Adams",ORD63830,Completed,Richard Collins,Lead,84.09
2023-06-01,South,P002,Widget_B,2590,133707.78,132027.61,133707.78,C31941,"Cameron, Deleon and Johnson",ORD81202,Completed,Dylan Young,Lost,85.15
2025-05-01,North,P003,Widget_C,2026,169790.69,165696.23,169790.69,C60816,"Russell, Lowe and Wheeler",ORD66542,Completed,Michele Gordon,Lost,82.19
2025-03-01,West,P004,Widget_D,1362,105888.59,107206.49,105888.59,C69299,Proctor-Smith,ORD53036,Completed,Matthew Lopez,Lead,88.59
2024-05-01,South,P005,Widget_E,7514,458799.87,473161.28,458799.87,C19610,Moody-Lamb,ORD85993,Completed,Dennis Hobbs,Won,75.95
2022-12-01,South,P002,Widget_B,6711,556243.36,571795.34,556243.36,C00731,Jones-Hinton,ORD34631,Completed,Michael Smith,Won,80.51
2023-02-01,West,P005,Widget_E,4986,261886.06,259740.79,261886.06,C72950,"Watkins, Mitchell and Romero",ORD69617,Completed,Ryan Ruiz,Lost,79.5
2024-06-01,West,P004,Widget_D,5867,508048.66,492969.01,508048.66,C61462,Camacho-Williamson,ORD27977,Completed,Erica White,Lost,79.32
2022-09-01,South,P005,Widget_E,2135,134902.55,139043.08,134902.55,C13183,Miller-Pham,ORD05209,Completed,Lynn Jones,Won,92.91
2024-11-01,West,P003,Widget_C,2102,200512.96,202076.12,200512.96,C81329,Silva Ltd,ORD24519,Completed,Megan Robinson,Won,80.87
2025-01-01,South,P004,Widget_D,6615,340430.85,326917.68,340430.85,C71084,Howell and Sons,ORD90378,Completed,Kelly Petty,Won,73.02
2023-06-01,West,P001,Widget_A,9953,644063.81,615136.84,644063.81,C80809,"Baker, Shah and Thornton",ORD40056,Completed,Kelly Bradford,Won,83.2
2023-10-01,North,P005,Widget_E,6952,569804.58,565692.93,569804.58,C74010,"Young, Hopkins and Hampton",ORD40260,Completed,Robert Heath,Won,93.27
2022-07-01,West,P004,Widget_D,2748,271387.79,280862.73,271387.79,C31998,Farrell and Sons,ORD03660,Cancelled,Logan Roberts,Won,90.75
2023-11-01,North,P002,Widget_B,8784,866476.9,824759.6,866476.9,C65313,King Group,ORD66452,Completed,Brenda Olsen,Lost,75.01
2022-07-01,West,P001,Widget_A,3890,313555.69,309875.97,313555.69,C38821,"Armstrong, Vega and Miller",ORD39259,Completed,Kent Jenkins,Lost,84.19
2022-12-01,South,P003,Widget_C,4997,387651.17,373672.56,387651.17,C58519,"Ochoa, Love and Morrow",ORD57676,Completed,Debra Arnold,Won,77.52
2024-10-01,North,P004,Widget_D,6690,501249.26,491963.58,501249.26,C06834,Mckay-Vasquez,ORD14111,Completed,Sara Bell,Won,91.58
2024-04-01,North,P001,Widget_A,2015,169185.91,173790.06,169185.91,C44394,"Olson, Thomas and Walker",ORD97542,Completed,Erica Suarez,Won,70.14
2024-03-01,South,P004,Widget_D,2193,166616.36,159827.82,166616.36,C04301,Friedman-Allen,ORD07254,Completed,Joseph Barrera,Lost,88.11
2023-10-01,North,P005,Widget_E,7340,508151.02,520116.2,508151.02,C54918,Mills-Webster,ORD37642,Completed,Heather Jones,Won,92.8
2024-06-01,South,P004,Widget_D,6386,476276.93,462699.06,476276.93,C29886,"Castillo, Maddox and Wright",ORD05862,Completed,Taylor Marsh,Won,94.37
2024-09-01,South,P001,Widget_A,3338,186882.75,177831.02,186882.75,C79321,"Avila, Suarez and Walter",ORD48065,Completed,Tammy Watkins,Lost,75.33
2022-05-01,West,P005,Widget_E,2977,200984.02,195928.05,200984.02,C64708,"Daniels, Jackson and Hernandez",ORD22165,Completed,Joel Bryant,Won,77.87
2025-05-01,North,P004,Widget_D,9721,683972.18,657534.99,683972.18,C01390,Cole Ltd,ORD82458,Completed,Tony Porter,Lost,71.89
2024-04-01,North,P004,Widget_D,5459,376870.93,378528.14,376870.93,C60026,Stokes-Carey,ORD43790,Completed,Teresa Garcia,Won,90.04
2023-08-01,North,P003,Widget_C,9716,963537.13,963186.06,963537.13,C67845,Garcia Group,ORD18327,Completed,James Stark,Lead,76.99
2025-02-01,West,P005,Widget_E,6087,604091.75,599185.65,604091.75,C06600,Cannon Group,ORD87602,Completed,John Williams,Won,71.17
2023-02-01,North,P001,Widget_A,7573,426404.15,428477.04,426404.15,C08501,Martinez-Figueroa,ORD10510,Completed,Matthew Kerr,Won,94.13
2023-12-01,South,P005,Widget_E,1530,130881.04,133734.98,130881.04,C12031,Beck-Harris,ORD70304,Completed,Manuel Ruiz,Won,94.9
2024-12-01,South,P002,Widget_B,3393,213597.54,207072.37,213597.54,C29355,"Stout, Nunez and Galloway",ORD06568,Completed,James Rios,Won,94.4
2024-05-01,South,P002,Widget_B,7324,478736.3,502367.6,478736.3,C96390,Glover and Sons,ORD03469,Cancelled,Craig Foster,Won,75.49
2023-10-01,West,P005,Widget_E,6777,622449.65,637720.48,622449.65,C91606,Fox-Williams,ORD08425,Completed,Jenna Thompson,Lead,82.81
2023-08-01,South,P002,Widget_B,8711,604819.2,603023.82,604819.2,C84258,"Mack, Jackson and Osborn",ORD49565,Completed,Ashley Ramos,Won,74.1
2024-02-01,West,P001,Widget_A,4634,400141.49,389842.97,400141.49,C43957,"Saunders, Caldwell and Wallace",ORD13122,Completed,Mark Dyer,Won,86.79
